,screen_name_binary,name_binary,description_binary,status_binary,verified,followers_count,friends_count,statuses_count,listed_count_binary,bot
608,False,False,False,False,False,239,344,9347,True,1
609,False,False,True,False,False,8073,1,29984,True,1
610,False,False,False,False,False,29,97,3,True,1
611,False,False,False,False,False,0,20,0,True,1
612,False,False,False,False,False,372,1136,46,True,1
613,True,True,True,True,False,6,0,2751,True,1
614,True,True,True,False,False,16748,41,837,True,1
615,True,False,False,True,False,204,0,23502,True,1
616,False,True,False,True,False,12853,13,4874,True,1
617,False,False,True,True,False,16,3,119,True,1
618,False,False,False,False,True,592885,13699,51157,True,1
619,False,False,False,True,False,36,0,394,True,1
620,False,False,False,False,False,392,0,1325,True,1
621,True,True,True,True,False,5476,385,5846,True,1
622,True,False,False,False,False,22,2107,387,True,1
623,False,False,False,False,False,3,230,25,True,1
624,False,False,False,False,False,2,352,44,True,1
625,False,False,True,False,False,51,0,13622,True,1
626,False,False,False,False,False,61,3,6000,True,1
627,False,False,True,False,False,3569,6,2459,True,1
628,False,False,False,False,False,2,262,19,True,1
629,False,False,False,False,False,11,201,5,True,1
630,False,False,False,False,False,1226,2636,664,True,1
631,False,False,False,False,False,1,455,121,True,1
632,True,True,False,True,False,57,1,79525,True,1
633,True,True,False,False,False,1211,1,160,True,1
634,False,False,False,False,False,0,338,35,True,1
635,False,False,False,False,False,0,98,2,True,1
636,False,False,True,True,False,131,1,1622,True,1
637,False,False,True,False,False,247,0,17811,True,1
638,False,False,True,False,False,85,13,115,True,1
639,True,True,True,False,False,284,29,4865,True,1
640,False,False,False,False,False,5259,3881,545,True,1
641,False,False,True,False,False,176,16,5040,True,1
642,False,False,True,True,False,66,1,2989,True,1
643,True,True,True,True,False,36,0,416,True,1
644,False,False,True,True,False,633,43,1627,True,1
645,False,False,False,False,False,7,163,1,True,1
646,False,True,True,False,False,55,1343,0,True,1
647,False,False,False,False,False,5,505,114,True,1
648,False,True,True,True,False,5730,951,16205,True,1
649,True,True,False,True,False,4956,7,2179,True,1
650,False,False,False,False,False,2,350,21,True,1
651,True,True,True,True,False,533,2,1056,True,1
652,False,False,False,False,False,8,725,191,True,1
653,True,True,False,True,False,98,8,3375,True,1
654,False,False,False,False,False,29,0,2839,True,1
655,False,False,False,False,False,2,14,1,True,1
656,False,False,True,False,False,461,95,115356,True,1
657,True,True,True,False,False,601,0,24135,True,1
658,False,False,True,False,False,912,1164,23106,True,1
659,False,False,True,True,False,236,0,9719,True,1
660,False,False,False,False,False,85,4707,4,True,1
661,True,True,False,False,False,14491,134,2497530,True,1
662,True,True,True,True,False,281,0,879,True,1
663,True,False,True,True,False,60,11,4882,True,1
664,True,False,True,True,False,10,1,787,True,1
665,False,True,False,False,False,174,6,1699,True,1
666,False,False,False,False,False,66,1801,30,True,1
667,True,True,True,True,False,148,0,12083,True,1
668,False,False,False,False,False,2047969,102396,67905,True,1
669,False,False,False,True,False,326,947,13,True,1
670,False,False,False,False,False,2,353,30,True,1
671,False,False,False,False,False,15,134,3,True,1
672,False,False,False,False,False,445,4997,83,True,1
673,True,True,True,False,False,369,1,318279,True,1
674,False,False,False,True,False,8392,30,5730,True,1
675,False,False,True,False,False,20723,3,663,True,1
676,False,False,False,False,False,0,30,0,True,1
677,False,False,True,False,False,2800,3049,17985,True,1
678,True,False,False,True,False,939,0,626,True,1
679,True,True,True,False,False,4896,8,57640,True,1
680,True,True,False,False,False,1,331,29,True,1
681,True,True,True,False,False,500,0,5719,True,1
682,True,True,True,False,False,139,43,6345,True,1
683,True,False,False,True,False,5,0,424,True,1
684,False,False,True,False,False,1,498,102,True,1
685,False,False,True,True,False,30,0,11572,True,1
686,True,True,True,True,False,207,5,728,True,1
687,True,False,True,True,False,45,0,81,True,1
688,False,False,False,False,False,190,187,11079,True,1
689,False,False,False,False,False,38,113,1,True,1
690,True,True,False,True,False,197,0,684818,True,1
691,False,False,False,False,False,3,659,169,True,1
692,True,False,False,True,False,598,1,9684,True,1
693,False,False,False,False,True,88195,82994,1933,True,1
694,False,False,False,False,False,132,0,14516,True,1
695,False,False,False,False,False,2,25,88,True,1
696,False,False,False,False,False,187,4271,165,True,1
697,True,True,False,False,False,8,5,27,True,1
698,False,False,True,False,False,879,1,1217604,True,1
699,False,False,True,True,False,12,0,8637,True,1
700,False,False,False,True,False,9,25,385,True,1
701,False,False,False,True,False,6,36,151,True,1
702,False,False,True,False,False,0,32,82,True,1
703,False,False,False,False,False,1,337,30,True,1
704,True,False,True,True,False,211,1,46816,True,1
705,True,True,True,True,False,113,0,25120,True,1
706,False,False,False,False,False,0,235,14,True,1
707,True,True,True,True,False,1810,1,35024,True,1
708,False,False,False,False,False,58,0,7839,True,1
709,False,False,True,False,False,86,28,211,True,1
710,False,True,False,False,False,17,4,228,True,1
711,True,False,False,False,False,14,593,4,True,1
712,False,False,False,False,False,12,742,175,True,1
713,False,False,False,False,False,35,2118,570,True,1
714,False,False,False,False,False,5,69,0,True,1
715,False,True,True,True,False,86,433,26,True,1
716,False,False,True,False,False,29,10,5197,True,1
717,True,True,True,True,False,1254,2,335950,True,1
718,True,False,False,True,False,36,0,467,True,1
719,True,False,True,True,False,252,6,236,True,1
720,False,False,False,False,False,2,52,128,True,1
721,True,True,False,False,False,0,308,24,True,1
722,False,False,True,False,False,52,1,15085,True,1
723,False,False,False,False,False,0,30,0,True,1
724,False,False,False,False,False,39,0,9729,True,1
725,False,False,False,False,False,1421,2157,169,True,1
726,False,False,True,False,False,1701,1,3105,True,1
727,False,False,False,False,False,0,20,0,True,1
728,False,False,True,False,False,17,0,1859,True,1
729,False,False,True,True,False,82,1,2087,True,1
730,False,False,False,False,False,1,398,61,True,1
731,True,False,False,True,False,10,168,4,True,1
732,False,False,False,False,False,69,1193,10,True,1
733,False,False,False,False,False,4,140,1,True,1
734,False,False,False,False,False,21,1880,454,True,1
735,True,True,False,True,False,292,0,40166,True,1
736,True,False,True,True,False,4419,1,10626,True,1
737,False,False,False,False,False,0,18,0,True,1
738,True,True,True,True,False,1786,2525,136932,True,1
739,False,False,False,False,False,148,1,178,True,1
740,False,False,True,False,False,286,0,94599,True,1
741,True,True,False,True,False,85,0,205,True,1
742,False,False,True,True,False,276,264,83013,True,1
743,True,True,False,False,False,206,124,4,True,1
744,False,False,True,False,False,81,1,2459,True,1
745,True,True,True,True,False,74704,1,49429,True,1
746,True,True,True,True,False,212,2,8468,True,1
747,False,False,False,False,False,116,1,4659,True,1
748,False,False,True,False,False,371,1,3849,True,1
749,False,False,False,True,False,12,1053,2,True,1
750,False,False,True,False,False,156,2,7075,True,1
751,False,False,False,False,False,17,0,0,True,1
752,False,False,True,True,False,2482,1,5597,True,1
753,True,False,True,True,False,50,0,1557,True,1
754,True,True,True,True,False,404,621,1169,True,1
755,True,True,True,True,False,175,2,8843,True,1
756,False,False,False,False,False,0,70,0,True,1
757,True,True,False,True,False,5,0,4472,True,1
758,True,True,True,False,False,662,0,56625,True,1
759,True,True,False,False,False,4,492,76,True,1
760,False,False,False,False,False,7,31,69,True,1
761,False,False,False,False,False,11,1983,397,True,1
762,False,False,False,False,False,152,374,1044,True,1
763,False,False,False,False,False,3,29,1,True,1
764,False,False,True,True,False,1264,1288,24133,True,1
765,False,False,True,False,False,128,1,3533,True,1
766,False,False,False,False,False,0,26,65,True,1
767,False,True,False,True,False,46,20,516,True,1
768,True,False,False,True,False,684,68,9645,True,1
769,True,False,True,False,False,7,0,104,True,1
770,False,False,False,False,False,20,300,1,True,1
771,False,False,True,False,False,3745,0,3063,True,1
772,False,False,True,False,False,35906,35744,3027,True,1
773,True,True,True,False,False,78,2,677,True,1
774,False,False,False,False,False,68,0,2407,True,1
775,False,False,False,False,False,51,2,18514,True,1
776,False,False,False,False,False,12349,5,20547,True,1
777,False,False,False,True,False,65,220,24,True,1
778,False,False,False,False,False,4,70,1,True,1
779,False,True,True,False,False,627,10,1634,True,1
780,False,False,True,False,False,83,6,13849,True,1
781,False,False,False,False,False,4,537,103,True,1
782,False,False,True,False,False,864,5,23022,True,1
783,False,True,True,True,False,4937,5,1641,True,1
784,True,False,True,False,False,307,4,2060,True,1
785,False,True,False,True,False,242,1,69791,True,1
786,False,False,False,False,False,777,4732,0,True,1
787,False,False,True,True,False,10,0,5205,True,1
788,False,True,True,True,False,43,0,2507,True,1
789,False,False,False,False,False,3246,2757,69884,True,1
790,False,True,False,False,False,0,0,1,True,1
791,True,True,True,True,False,107,1,16414,True,1
792,True,True,False,True,False,299,42,26508,True,1
793,False,False,False,False,False,17,1903,366,True,1
794,False,False,False,False,False,22,201,8,True,1
795,False,False,False,False,False,33,1,1029,True,1
796,True,False,True,True,False,12415,402,5986,True,1
797,False,False,True,True,False,99348,3,428,True,1
798,False,False,True,True,False,27481,1,42940,True,1
799,True,True,True,False,False,305,29,162,True,1
800,False,True,True,False,False,98,48,2830,True,1
801,False,False,False,True,False,514,0,7455,True,1
802,False,False,False,False,False,495,1,4756,True,1
803,False,False,False,False,False,275,252,755,True,1
804,False,False,False,False,False,0,15,0,True,1
805,False,False,False,True,False,0,33,83,True,1
806,False,False,False,True,False,3,63,1,True,1
807,False,False,False,False,False,4,102,1,True,1
808,False,False,False,False,False,1,367,37,True,1
809,False,False,False,False,False,337,2,7870,True,1
810,True,True,True,True,False,1599,3,18100,True,1
811,False,False,False,False,False,26,4,3799,True,1
812,True,True,True,True,False,10250,10378,262067,True,1
813,False,False,False,False,False,43869,4786,120082,True,1
814,False,False,False,False,False,4,28,2,True,1
815,False,False,False,True,False,2,41,1,True,1
816,False,False,True,False,False,0,264,51,True,1
817,False,False,True,True,False,21,0,65,True,1
818,False,False,True,False,False,483883,0,62634,True,1
819,False,False,False,False,False,461,873,126,True,1
820,False,False,False,False,False,4,32,29,True,1
821,False,False,False,False,False,0,14,95,True,1
822,True,True,False,False,False,788,0,2358,True,1
823,False,False,False,False,False,1,319,25,True,1
824,False,False,False,False,False,2,101,7,True,1
825,True,True,True,True,False,15,3,401,True,1
826,True,False,True,True,False,1645,1893,5024,True,1
827,True,False,True,False,False,6,0,11,True,1
828,False,False,True,False,False,337,2,28941,True,1
829,True,False,False,True,False,67,0,144,True,1
830,False,False,False,False,False,743,14,21164,True,1
831,False,False,False,True,False,179,1,1149,True,1
832,True,True,False,True,False,33,38,17,True,1
833,True,True,True,True,False,332,242,366,True,1
834,True,True,False,True,False,61,0,81,True,1
835,False,False,False,False,False,2,341,44,True,1
836,False,False,True,False,False,347,147,10042,True,1
837,False,False,False,False,False,4,24,0,True,1
838,True,True,True,True,False,113,1,776,True,1
839,False,False,False,False,False,5,93,1,True,1
840,True,False,True,True,False,98,45,223659,True,1
841,True,True,False,True,False,47,65,3,True,1
842,False,False,True,False,False,49,2,323,True,1
843,False,False,False,False,False,1,38,97,True,1
844,False,False,False,True,False,10832,2673,34971,True,1
845,False,False,False,False,False,0,26,23,True,1
846,False,True,False,True,False,168,224,7028,True,1
847,False,False,True,True,False,133554,95060,40763,True,1
848,True,False,False,True,False,102,1,266,True,1
849,False,False,False,False,False,4369,0,1542,True,1
850,True,True,True,True,False,970,1,2023,True,1
851,False,False,False,False,False,13,0,1947,True,1
852,False,False,True,False,True,104938,1064,18504,True,1
853,True,False,False,True,False,481,0,6391,True,1
854,False,True,False,True,False,712,3,24996,True,1
855,False,False,False,True,False,23,121,16,True,1
856,False,False,False,False,False,32,1582,4,True,1
857,False,False,True,True,False,132,1,503,True,1
858,False,False,False,False,False,6212,6397,206723,True,1
859,False,False,True,False,False,2807,1,1470,True,1
860,True,True,True,True,False,2339,1,3625,True,1
861,True,True,True,False,False,6645,1,8416,True,1
862,True,True,True,True,False,2271,3,15514,True,1
863,True,True,True,False,False,261,0,3410,True,1
864,True,True,False,True,False,93,1,29804,True,1
865,False,False,False,False,False,2,31,1,True,1
866,False,False,False,False,False,38,835,4,True,1
867,False,False,True,False,False,5280,6,17341,True,1
868,False,False,False,False,False,11,205,0,True,1
869,True,True,True,True,False,111,0,1719,True,1
870,False,False,False,False,False,5,389,0,True,1
871,False,False,False,False,False,7,40,113,True,1
872,True,True,True,False,False,9,0,130,True,1
873,False,False,False,False,False,5,603,166,True,1
874,False,False,True,False,False,78,0,692,True,1
875,True,True,True,True,False,38529,6,10857,True,1
876,True,True,True,False,False,741,3,1125,True,1
877,False,False,True,False,False,2,116,8,True,1
878,False,False,True,True,False,1219,87,2200,True,1
879,False,False,False,False,False,1,9,1,True,1
880,False,False,True,True,False,181,1,60475,True,1
881,True,True,False,True,False,7,0,1381,True,1
882,False,False,True,False,False,62,1,1760,True,1
883,True,True,False,True,False,312,2,856,True,1
884,False,False,True,True,False,274,1728,11,True,1
885,True,False,True,True,False,154,2,658,True,1
886,False,False,False,False,False,703,32,2755,True,1
887,False,False,False,False,False,1553,2038,31437,True,1
888,False,False,False,False,False,51,1832,636,True,1
889,False,False,False,False,False,0,260,19,True,1
890,True,False,False,True,False,74,2,608,True,1
891,False,False,True,False,False,207,8,5591,True,1
892,True,False,False,True,False,69,4,171,True,1
893,True,False,False,True,False,52,2,7996,True,1
894,True,False,False,True,False,69,12,175,True,1
895,False,False,False,True,False,567,0,16733,True,1
896,False,False,True,False,False,912,2,3528,True,1
897,False,False,True,True,False,29,52,58,True,1
898,False,False,True,False,False,35,0,2050,True,1
899,False,False,False,False,False,364,0,25220,True,1
900,False,False,False,False,False,40,0,1868,True,1
901,False,False,True,True,False,828,13,19596,True,1
902,False,False,False,False,False,61,150,130,True,1
903,True,True,True,True,False,273,0,7507,True,1
904,False,True,True,True,False,216,1,1725,True,1
905,True,True,False,False,False,15,159,525,True,1
906,True,True,True,True,False,342,0,22070,True,1
907,False,False,False,False,False,60,1,9249,True,1
908,True,True,True,True,False,447,1,21892,True,1
909,False,False,False,False,False,9301,1830,13454,True,1
910,True,True,True,True,False,97,0,34097,True,1
911,False,False,False,True,False,13049,0,260879,True,1
912,True,False,True,False,False,152,141,2281,True,1
913,True,True,True,True,False,501,1,2146,True,1
914,False,False,True,True,False,6776,4,3753,True,1
915,True,False,True,True,False,14,0,129,True,1
916,True,True,True,False,False,1396,2,5126,True,1
917,False,False,False,True,False,473,5,1814,True,1
918,False,False,False,False,False,6,124,0,True,1
919,False,False,False,False,False,5,474,81,True,1
920,False,False,False,False,False,2,51,0,True,1
921,True,True,True,True,False,43,1,3846,True,1
922,True,True,True,True,False,798,1,2539,True,1
923,False,True,False,True,False,2923,1,652,True,1
924,True,True,True,True,False,400,287,27635,True,1
925,False,False,True,True,False,9212,2,8996,True,1
926,False,False,True,False,False,1,336,33,True,1
927,True,True,True,True,False,169,18,4,True,1
928,False,False,True,False,False,86,0,22951,True,1
929,False,False,False,False,False,4159,5001,51,True,1
930,True,True,True,True,False,316,1981,42565,True,1
931,True,False,True,True,False,70,0,16312,True,1
932,True,True,True,False,False,66,2,5647,True,1
933,False,False,False,False,False,79,1,3615,True,1
934,False,False,True,False,False,52957,710,379275,True,1
935,False,False,False,False,False,6,43,2,True,1
936,False,False,False,False,False,258,2883,5401,True,1
937,False,False,False,False,False,2,685,204,True,1
938,False,False,False,False,False,127,1,2836,True,1
939,False,False,False,True,False,38,69,2957,True,1
940,False,False,False,True,False,248,231,71111,True,1
941,True,True,True,True,False,20,0,84,True,1
942,False,False,True,True,False,1787,1,27932,True,1
943,True,True,True,True,False,110,0,4185,True,1
944,False,False,False,False,False,1,32,93,True,1
945,False,False,True,False,False,602,830,93873,True,1
946,False,False,False,True,False,2,21,1,True,1
947,True,True,False,True,False,297,0,330,True,1
948,True,True,True,True,False,280,310,11307,True,1
949,False,False,True,True,False,620,2,40633,True,1
950,False,True,True,False,False,256,639,1250,True,1
951,True,True,True,True,False,114,205,136271,True,1
952,False,False,False,True,False,114,243,4385,True,1
953,False,False,False,False,False,1536,1894,3545,True,1
954,False,False,True,False,False,66,3716,0,True,1
955,True,True,True,True,False,183,1,3511,True,1
956,False,False,True,False,False,3,0,5236,True,1
957,False,False,True,True,False,693,0,12910,True,1
958,False,False,True,True,False,17289,8538,772559,True,1
959,True,True,True,True,False,990,7,35869,True,1
960,True,True,True,True,False,436,1,25646,True,1
961,True,True,True,False,False,81,39,1752,True,1
962,False,False,True,False,False,515,1,1271,True,1
963,True,False,True,True,False,142,24,723,True,1
964,False,False,False,True,False,0,35,44,True,1
965,False,False,False,False,False,12,2004,333,True,1
966,False,False,False,False,False,491,4970,118,True,1
967,False,False,True,False,False,56,1,7118,True,1
968,False,False,False,False,False,0,99,0,True,1
969,False,False,True,True,False,15,1,170,True,1
970,True,True,False,True,False,90,3,6585,True,1
971,False,False,False,False,False,6,157,0,True,1
972,False,False,False,False,False,4,30,3,True,1
973,False,False,False,False,False,41381,42166,1617,True,1
974,True,True,True,False,False,63,1,2078,True,1
975,False,False,False,False,False,0,28,0,True,1
976,False,False,True,False,False,175,1,13142,True,1
977,False,False,False,False,False,0,353,67,True,1
978,False,False,True,False,False,5558,6032,1877,True,1
979,False,False,False,False,False,500,726,22712,True,1
980,False,False,False,False,False,6,662,211,True,1
981,True,True,False,False,False,56836,1,6863363,True,1
982,True,True,True,False,False,27004,21,3979,True,1
983,False,False,False,False,False,352,0,11068,True,1
984,False,False,True,False,False,735,1,45914,True,1
985,True,False,True,False,False,43721,165,938563,True,1
986,True,True,True,True,False,7203,1,3235,True,1
987,False,False,False,False,False,1,29,1,True,1
988,False,False,False,False,False,7,644,214,True,1
989,True,True,True,True,False,231,2,17500,True,1
990,True,True,False,True,False,2003,0,39446,True,1
991,True,True,True,True,False,347,4,42526,True,1
992,False,False,False,True,False,10,100,1,True,1
993,False,False,False,False,True,87216,15228,717,True,1
994,False,False,False,True,False,59,0,1343,True,1
995,False,True,True,True,False,3437,2,4356,True,1
996,False,False,True,True,False,760,1,4193,True,1
997,False,False,False,False,False,136,2,5684,True,1
998,True,True,False,False,False,27,326,472,True,1
999,False,False,False,False,False,5,662,208,True,1
1000,False,False,False,False,False,5,187,1,True,1
1001,False,False,False,False,False,0,292,31,True,1
1002,False,False,False,False,False,0,260,15,True,1
1003,True,False,False,False,False,84,14,238,True,1
1004,True,False,True,True,False,16,1,3222,True,1
1005,True,True,True,True,False,11,2,5464,True,1
1006,False,False,True,False,False,64,0,3947,True,1
1007,False,False,False,True,False,20,96,1,True,1
1008,False,False,False,False,False,10,728,174,True,1
1009,False,False,False,False,False,1,3,1,True,1
1010,False,False,False,False,False,25,95,2722,True,1
1011,False,False,False,False,False,0,39,0,True,1
1012,True,False,False,False,False,33,2272,362,True,1
1013,True,True,True,False,False,7230,947,75122,True,1
1014,False,False,True,False,False,1692,1,1575,True,1
1015,False,False,False,False,False,4,704,198,True,1
1016,False,False,False,False,False,67,242,470,True,1
1017,False,False,True,False,False,1444,17,54742,True,1
1018,False,False,False,False,False,40,0,5052,True,1
1019,False,False,False,False,False,2,337,25,True,1
1020,False,False,True,False,False,1307,1,2285,True,1
1021,False,True,True,True,False,159,474,562,True,1
1022,False,False,True,False,False,50,0,1462,True,1
1023,True,True,True,True,False,129,1,2341,True,1
1024,True,False,True,False,False,216,12,2535,True,1
1025,False,False,False,False,False,2,287,17,True,1
1026,False,False,False,False,False,0,276,42,True,1
1027,False,False,False,False,False,7,33,3,True,1
1028,True,True,True,False,False,475,0,17299,True,1
1029,False,False,False,False,False,0,7,1,True,1
1030,True,True,True,True,False,8372,4,2455,True,1
1031,False,False,False,False,False,21,1921,322,True,1
1032,True,True,False,True,False,366,0,19686,True,1
1033,False,False,False,True,False,2101,1693,2175,True,1
1034,True,True,False,True,False,12090,12774,49305,True,1
1035,True,True,True,False,False,10,0,289,True,1
1036,True,True,True,True,False,3621,250,5479,True,1
1037,False,False,False,False,False,10,164,66,True,1
1038,False,True,True,True,False,26040,729,87219,True,1
1039,False,False,False,False,False,8,0,764,True,1
1040,False,False,True,True,False,62,4,23134,True,1
1041,False,False,False,False,False,1802,1,5034,True,1
1042,True,True,True,False,False,1609,0,1670,True,1
1043,False,False,False,False,False,0,111,1,True,1
1044,False,False,False,False,False,3,0,1208,True,1
1045,False,False,True,True,False,60674,1,12130,True,1
1046,False,False,True,True,False,0,44,69,True,1
1047,False,True,True,True,False,2838,6,11889,True,1
1048,False,False,True,False,False,1811,15,29998,True,1
1049,True,False,False,True,False,1157,0,54289,True,1
1050,False,False,True,False,False,4391,0,8732,True,1
1051,False,False,False,False,False,8,766,208,True,1
1052,False,False,False,False,False,49,277,7,True,1
1053,False,False,True,False,False,1727,46,28918,True,1
1054,False,False,True,False,False,0,25,86,True,1
1055,False,False,False,False,False,1,41,126,True,1
1056,False,False,False,False,False,50196,48860,81267,True,1
1057,False,False,False,False,False,314,0,2978,True,1
1058,False,False,False,False,False,5,73,0,True,1
1059,False,False,True,False,False,660,3,4529,True,1
1060,False,False,False,False,False,0,39,0,True,1
1061,True,True,True,True,False,64,0,180,True,1
1062,False,False,False,False,False,185,1,573,True,1
1063,False,False,False,False,False,3,201,1,True,1
1064,True,True,False,False,False,571,6,72830,True,1
1065,False,False,False,False,False,0,21,0,True,1
1066,False,False,True,True,False,33,1,4032,True,1
1067,False,False,False,False,False,0,327,31,True,1
1068,False,False,False,False,False,11,820,587,True,1
1069,True,True,False,False,False,1087,1,1947,True,1
1070,False,False,False,False,False,1,328,26,True,1
1071,False,False,True,False,False,26,1949,386,True,1
1072,False,False,False,False,False,29879,108,50659,True,1
1073,False,False,True,False,False,1,496,108,True,1
1074,False,False,True,False,False,206,2,18817,True,1
1075,False,False,False,False,False,1323,1538,912,True,1
1076,True,True,True,False,False,546,96,2639,True,1
1077,False,False,True,False,False,1120,1168,1556,True,1
1078,False,False,True,False,False,7812,5,4464,True,1
1079,False,False,False,False,False,1040,0,2633,True,1
1080,False,False,False,False,False,0,256,11,True,1
1081,False,False,False,False,False,0,28,145,True,1
1082,True,True,False,False,False,8,0,2115,True,1
1083,False,False,True,True,False,0,25,69,True,1
1084,False,False,True,True,False,60,258,93,True,1
1085,True,True,True,False,False,82,83,653,True,1
1086,False,False,False,True,False,12,2,7086,True,1
1087,False,False,False,False,False,62,973,1,True,1
1088,True,True,True,True,False,1047,1,3661,True,1
1089,True,False,True,True,False,85,1,24631,True,1
1090,False,False,False,False,False,23,1863,374,True,1
1091,True,True,True,True,False,320,4,5570,True,1
1092,True,False,True,True,False,27264,3516,508835,True,1
1093,False,False,False,False,False,16,1859,336,True,1
1094,False,False,False,True,False,2,41,119,True,1
1095,False,False,False,False,False,4547,2,59621,True,1
1096,False,False,False,False,False,1,38,89,True,1
1097,False,True,True,True,False,31,0,975,True,1
1098,False,False,True,False,False,170,3,22899,True,1
1099,True,True,True,True,False,23,0,2584,True,1
1100,False,True,False,True,False,74,744,14,True,1
1101,False,False,False,False,False,372,2105,12,True,1
1102,True,True,True,True,False,71727,34,109163,True,1
1103,False,False,True,False,False,36,1,1025,True,1
1104,True,False,True,True,False,13,3,79,True,1
1105,False,False,False,False,False,861,2,6567,True,1
1106,False,False,False,False,False,0,337,37,True,1
1107,True,True,True,True,False,98,2,3621,True,1
1108,False,False,False,False,False,8,674,176,True,1
1109,True,True,True,False,False,300,1,777,True,1
1110,False,False,True,True,False,75,48,2080,True,1
1111,True,True,True,True,False,22,1,3868,True,1
1112,False,False,False,False,False,61,0,148294,True,1
1113,False,False,True,False,False,155,0,9286,True,1
1114,False,False,True,True,False,7872,2,72176,True,1
1115,False,False,False,True,False,656,9,3306,True,1
1116,False,False,True,False,False,540,2,745,True,1
1117,True,True,False,False,False,8,1,0,True,1
1118,True,True,True,False,False,183,3,31,True,1
1119,True,True,True,False,False,77,39,2828,True,1
1120,True,False,False,False,False,7,2,2296,True,1
1121,False,True,True,True,False,1533,1714,19176,True,1
1122,False,False,True,False,False,378,4,11085,True,1
1123,False,True,True,True,False,55,0,10002,True,1
1124,False,False,False,False,True,362770,355287,3042,True,1
1125,False,False,False,False,False,32,17,173,True,1
1126,False,False,True,False,False,7,1,246,True,1
1127,False,False,False,False,False,20,1883,374,True,1
1128,False,False,True,False,False,1104,136,483,True,1
1129,True,True,False,True,False,290,1,1196,True,1
1130,False,True,True,True,False,236,0,2821,True,1
1131,False,False,False,False,False,1,341,31,True,1
1132,True,True,True,True,False,1854,8,127238,True,1
1133,False,False,False,False,False,35,206,4,True,1
1134,True,True,False,False,False,6,2,6609,True,1
1135,False,False,True,False,False,388,13,21390,True,1
1136,True,False,True,True,False,18,0,1262,True,1
1137,False,False,False,False,False,6,635,251,True,1
1138,False,False,True,False,False,0,350,35,True,1
1139,False,True,False,False,False,74,0,9057,True,1
1140,True,True,False,True,False,7,0,2192,True,1
1141,False,False,False,False,False,2,1,63519,True,1
1142,False,False,False,False,False,1242,4610,8743,True,1
1143,False,False,False,False,False,18,334,42,True,1
1144,True,True,True,False,False,60427,0,68521,True,1
1145,False,False,True,True,False,9,1,95,True,1
1146,True,True,False,False,False,1186,1774,85162,True,1
1147,False,False,False,True,False,17,221,444,True,1
1148,False,False,False,False,False,3,698,178,True,1
1149,True,True,True,False,False,56,1,12245,True,1
1150,False,False,True,False,False,67,0,120232,True,1
1151,False,False,False,False,False,1,509,104,True,1
1152,False,False,False,False,False,142,1,3555,True,1
1153,False,False,False,False,False,3508,4053,7252,True,1
1154,True,True,True,True,False,2235,0,23695,True,1
1155,False,False,False,False,False,0,28,90,True,1
1156,False,False,False,True,False,251,131,362,True,1
1157,True,True,True,True,False,528,1,14915,True,1
1158,True,True,True,True,False,247,12,13551,True,1
1159,True,False,True,False,False,173,0,1188,True,1
1160,False,False,False,False,False,15,1770,444,True,1
1161,True,True,True,False,False,187,0,1577,True,1
1162,True,True,True,True,False,396,1,3631,True,1
1163,False,False,False,False,False,0,72,2,True,1
1164,False,False,False,False,False,0,259,18,True,1
1165,True,True,True,True,False,50,6,2001,True,1
1166,False,False,False,False,False,2352,5001,32426,True,1
1167,False,False,False,True,False,17,0,170,True,1
1168,False,False,False,False,False,585,3479,212,True,1
1169,False,False,False,False,False,0,26,70,True,1
1170,False,False,False,True,False,9,213,1,True,1
1171,False,False,True,False,False,343,1,5140,True,1
1172,False,False,False,False,False,10,1,13148,True,1
1173,True,True,True,False,False,300,1,4092,True,1
1174,False,False,False,False,False,7,166,15,True,1
1175,True,True,False,True,False,13681,3306,882734,True,1
1176,False,False,False,False,False,1,333,31,True,1
1177,False,False,True,True,False,1026,1,3456,True,1
1178,True,True,False,True,False,1075,0,703,True,1
1179,True,True,False,True,False,2048,5,25498,True,1
1180,True,False,True,True,False,35,2,4571,True,1
1181,False,True,True,False,False,107,541,650,True,1
1182,True,True,False,True,False,449,0,998,True,1
1183,True,True,True,False,False,799,1,11373,True,1
1184,False,False,True,True,False,516,14,38073,True,1
1185,True,False,False,True,False,576,39,52048,True,1
1186,True,False,False,False,False,79,195,34,True,1
1187,False,False,False,False,False,0,37,63,True,1
1188,False,False,False,False,False,2,465,76,True,1
1189,False,False,False,False,False,8,660,190,True,1
1190,False,False,True,True,False,211,321,26,True,1
1191,False,False,True,False,False,14,0,2653,True,1
1192,True,False,True,True,False,2832,2,34306,True,1
1193,False,False,False,False,False,2,492,79,True,1
1194,False,False,False,False,False,113,28,3053,True,1
1195,False,False,False,False,False,2,236,20,True,1
1196,True,True,True,True,False,172,69,1065316,True,1
1197,True,True,True,True,False,150,0,326,True,1
1198,False,False,False,False,False,5,485,98,True,1
1199,False,False,True,False,False,18,1,2585,True,1
1200,False,False,True,False,False,90,0,21327,True,1
1201,False,False,True,True,False,13,0,1805,True,1
1202,False,False,False,False,False,3,28,96,True,1
1203,True,True,True,False,False,159,0,904,True,1
1204,False,False,True,False,False,80,98,375,True,1
1205,False,False,True,True,False,38194,68,1393,True,1
1206,False,False,True,True,False,110,1,6511,True,1
1207,True,True,True,True,False,56,39,247223,True,1
1208,False,False,False,False,False,1,253,26,True,1
